source,n_items,n_runs,ms_item,ms_error,icc_3_1,icc_3_k,icc_3_1_ci_low,icc_3_1_ci_high,icc_3_k_ci_low,icc_3_k_ci_high,ci_method,icc_model,score_column
Human,50,4,0.06679540186444957,0.0026113504661122887,0.8600364680728848,0.9609052360907776,0.8046143937093324,0.9016237491212847,0.9427666718815819,0.9734467828024322,"item bootstrap, 3000 replicates","two-way mixed-effects consistency ICC; ICC(3,k) is average-measure reliability across four machine runs",machine_proxy_quality_score
MAS,50,4,0.1599230158730159,0.003234076593600389,0.9237359608557155,0.979777291117569,0.8941072971434803,0.9453598192106245,0.9712429529573597,0.985756243704722,"item bootstrap, 3000 replicates","two-way mixed-effects consistency ICC; ICC(3,k) is average-measure reliability across four machine runs",machine_proxy_quality_score
