student_id,student_no,item_id,paper,paper_item_no,source_true,item_type,score,correct,response_missing,form,order_group,block_position,training_year,training_setting_code,training_setting,total_time_seconds
S003,3,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2513.0
S003,3,M035,M,35,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,2513.0
S003,3,M036,M,36,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2513.0
S003,3,M037,M,37,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,2513.0
S003,3,M038,M,38,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,2513.0
S003,3,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2513.0
S004,4,M026,M,26,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,1748.0
S004,4,M027,M,27,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,1748.0
S004,4,M028,M,28,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,1748.0
S004,4,M029,M,29,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,1748.0
S004,4,M030,M,30,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,1748.0
S004,4,M031,M,31,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,1748.0
S004,4,M032,M,32,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,1748.0
S004,4,M033,M,33,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,1748.0
S004,4,M034,M,34,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,1748.0
S004,4,M035,M,35,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,1748.0
S004,4,M036,M,36,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,1748.0
S004,4,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,1748.0
S004,4,M038,M,38,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,1748.0
S004,4,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,1748.0
S005,5,M026,M,26,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,1836.0
S005,5,M027,M,27,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,1836.0
S005,5,M028,M,28,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,1836.0
S005,5,M029,M,29,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,1836.0
S005,5,M030,M,30,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,1836.0
S005,5,M031,M,31,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,1836.0
S005,5,M032,M,32,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,1836.0
S005,5,M033,M,33,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,1836.0
S005,5,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,1836.0
S005,5,M035,M,35,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,1836.0
S005,5,M036,M,36,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,1836.0
S005,5,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,1836.0
S005,5,M038,M,38,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,1836.0
S005,5,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,1836.0
S006,6,M026,M,26,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,2566.0
S006,6,M027,M,27,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,2566.0
S006,6,M028,M,28,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,2566.0
S006,6,M029,M,29,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,2566.0
S006,6,M030,M,30,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,2566.0
S006,6,M031,M,31,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,2566.0
S006,6,M032,M,32,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,2566.0
S006,6,M033,M,33,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,2566.0
S006,6,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,2566.0
S006,6,M035,M,35,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,2566.0
S006,6,M036,M,36,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,2566.0
S006,6,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,2566.0
S006,6,M038,M,38,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,2566.0
S006,6,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,2566.0
S007,7,M026,M,26,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2053.0
S007,7,M027,M,27,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2053.0
S007,7,M028,M,28,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2053.0
S007,7,M029,M,29,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,2053.0
S007,7,M030,M,30,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,2053.0
S007,7,M031,M,31,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2053.0
S007,7,M032,M,32,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2053.0
S007,7,M033,M,33,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2053.0
S007,7,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2053.0
S007,7,M035,M,35,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,2053.0
S007,7,M036,M,36,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,2053.0
S007,7,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2053.0
S007,7,M038,M,38,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2053.0
S007,7,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2053.0
S008,8,M026,M,26,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2742.0
S008,8,M027,M,27,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2742.0
S008,8,M028,M,28,MAS,A3/A4,0.0,0,0,A,A,2,3,A,main,2742.0
S008,8,M029,M,29,MAS,A3/A4,0.0,0,0,A,A,2,3,A,main,2742.0
S008,8,M030,M,30,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2742.0
S008,8,M031,M,31,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2742.0
S008,8,M032,M,32,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2742.0
S008,8,M033,M,33,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2742.0
S008,8,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2742.0
S008,8,M035,M,35,MAS,A3/A4,0.0,0,0,A,A,2,3,A,main,2742.0
S008,8,M036,M,36,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2742.0
S008,8,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2742.0
S008,8,M038,M,38,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2742.0
S008,8,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2742.0
S009,9,M026,M,26,MAS,A3/A4,0.0,0,0,A,A,2,3,A,main,2145.0
S009,9,M027,M,27,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2145.0
S009,9,M028,M,28,MAS,A3/A4,0.0,0,0,A,A,2,3,A,main,2145.0
S009,9,M029,M,29,MAS,A3/A4,0.0,0,0,A,A,2,3,A,main,2145.0
S009,9,M030,M,30,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2145.0
S009,9,M031,M,31,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2145.0
S009,9,M032,M,32,MAS,A3/A4,0.0,0,0,A,A,2,3,A,main,2145.0
S009,9,M033,M,33,MAS,A3/A4,0.0,0,0,A,A,2,3,A,main,2145.0
S009,9,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2145.0
S009,9,M035,M,35,MAS,A3/A4,0.0,0,0,A,A,2,3,A,main,2145.0
S009,9,M036,M,36,MAS,A3/A4,0.0,0,0,A,A,2,3,A,main,2145.0
S009,9,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2145.0
S009,9,M038,M,38,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2145.0
S009,9,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,2145.0
S010,10,M026,M,26,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,2473.0
S010,10,M027,M,27,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2473.0
S010,10,M028,M,28,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2473.0
S010,10,M029,M,29,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,2473.0
S010,10,M030,M,30,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2473.0
S010,10,M031,M,31,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2473.0
S010,10,M032,M,32,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2473.0
S010,10,M033,M,33,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,2473.0
S010,10,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2473.0
S010,10,M035,M,35,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2473.0
S010,10,M036,M,36,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2473.0
S010,10,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2473.0
S010,10,M038,M,38,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2473.0
S010,10,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,2473.0
S011,11,M026,M,26,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,4045.0
S011,11,M027,M,27,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,4045.0
S011,11,M028,M,28,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,4045.0
S011,11,M029,M,29,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,4045.0
S011,11,M030,M,30,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,4045.0
S011,11,M031,M,31,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,4045.0
S011,11,M032,M,32,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,4045.0
S011,11,M033,M,33,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,4045.0
S011,11,M034,M,34,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,4045.0
S011,11,M035,M,35,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,4045.0
S011,11,M036,M,36,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,4045.0
S011,11,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,4045.0
S011,11,M038,M,38,MAS,A3/A4,0.0,0,0,A,A,2,1,A,main,4045.0
S011,11,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,1,A,main,4045.0
S012,12,M026,M,26,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1154.0
S012,12,M027,M,27,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1154.0
S012,12,M028,M,28,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1154.0
S012,12,M029,M,29,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1154.0
S012,12,M030,M,30,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1154.0
S012,12,M031,M,31,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1154.0
S012,12,M032,M,32,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1154.0
S012,12,M033,M,33,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1154.0
S012,12,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1154.0
S012,12,M035,M,35,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1154.0
S012,12,M036,M,36,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1154.0
S012,12,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1154.0
S012,12,M038,M,38,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1154.0
S012,12,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1154.0
S013,13,M026,M,26,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,3658.0
S013,13,M027,M,27,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,3658.0
S013,13,M028,M,28,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,3658.0
S013,13,M029,M,29,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,3658.0
S013,13,M030,M,30,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,3658.0
S013,13,M031,M,31,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,3658.0
S013,13,M032,M,32,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,3658.0
S013,13,M033,M,33,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,3658.0
S013,13,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,3658.0
S013,13,M035,M,35,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,3658.0
S013,13,M036,M,36,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,3658.0
S013,13,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,3658.0
S013,13,M038,M,38,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,3658.0
S013,13,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,3658.0
S014,14,M026,M,26,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1288.0
S014,14,M027,M,27,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1288.0
S014,14,M028,M,28,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1288.0
S014,14,M029,M,29,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1288.0
S014,14,M030,M,30,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1288.0
S014,14,M031,M,31,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1288.0
S014,14,M032,M,32,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1288.0
S014,14,M033,M,33,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1288.0
S014,14,M034,M,34,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1288.0
S014,14,M035,M,35,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1288.0
S014,14,M036,M,36,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1288.0
S014,14,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1288.0
S014,14,M038,M,38,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1288.0
S014,14,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1288.0
S015,15,M026,M,26,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1159.0
S015,15,M027,M,27,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1159.0
S015,15,M028,M,28,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1159.0
S015,15,M029,M,29,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,1159.0
S015,15,M030,M,30,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,1159.0
S015,15,M031,M,31,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1159.0
S015,15,M032,M,32,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1159.0
S015,15,M033,M,33,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1159.0
S015,15,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1159.0
S015,15,M035,M,35,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,1159.0
S015,15,M036,M,36,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1159.0
S015,15,M037,M,37,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,1159.0
S015,15,M038,M,38,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1159.0
S015,15,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1159.0
S016,16,M026,M,26,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,2200.0
S016,16,M027,M,27,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,2200.0
S016,16,M028,M,28,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,2200.0
S016,16,M029,M,29,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,2200.0
S016,16,M030,M,30,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,2200.0
S016,16,M031,M,31,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,2200.0
S016,16,M032,M,32,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,2200.0
S016,16,M033,M,33,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,2200.0
S016,16,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,2200.0
S016,16,M035,M,35,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,2200.0
S016,16,M036,M,36,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,2200.0
S016,16,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,2200.0
S016,16,M038,M,38,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,2200.0
S016,16,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,2200.0
S017,17,M026,M,26,MAS,A3/A4,0.0,0,0,A,A,2,2,B,non_main,1708.0
S017,17,M027,M,27,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,1708.0
S017,17,M028,M,28,MAS,A3/A4,0.0,0,0,A,A,2,2,B,non_main,1708.0
S017,17,M029,M,29,MAS,A3/A4,0.0,0,0,A,A,2,2,B,non_main,1708.0
S017,17,M030,M,30,MAS,A3/A4,0.0,0,0,A,A,2,2,B,non_main,1708.0
S017,17,M031,M,31,MAS,A3/A4,0.0,0,0,A,A,2,2,B,non_main,1708.0
S017,17,M032,M,32,MAS,A3/A4,0.0,0,0,A,A,2,2,B,non_main,1708.0
S017,17,M033,M,33,MAS,A3/A4,0.0,0,0,A,A,2,2,B,non_main,1708.0
S017,17,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,1708.0
S017,17,M035,M,35,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,1708.0
S017,17,M036,M,36,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,1708.0
S017,17,M037,M,37,MAS,A3/A4,0.0,0,0,A,A,2,2,B,non_main,1708.0
S017,17,M038,M,38,MAS,A3/A4,0.0,0,0,A,A,2,2,B,non_main,1708.0
S017,17,M039,M,39,MAS,A3/A4,0.0,0,0,A,A,2,2,B,non_main,1708.0
S018,18,M026,M,26,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,1873.0
S018,18,M027,M,27,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1873.0
S018,18,M028,M,28,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1873.0
S018,18,M029,M,29,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,1873.0
S018,18,M030,M,30,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,1873.0
S018,18,M031,M,31,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1873.0
S018,18,M032,M,32,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1873.0
S018,18,M033,M,33,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1873.0
S018,18,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1873.0
S018,18,M035,M,35,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,1873.0
S018,18,M036,M,36,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1873.0
S018,18,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1873.0
S018,18,M038,M,38,MAS,A3/A4,0.0,0,0,A,A,2,1,B,non_main,1873.0
S018,18,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,1,B,non_main,1873.0
S019,19,M026,M,26,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,1798.0
S019,19,M027,M,27,MAS,A3/A4,0.0,0,0,A,A,2,3,B,non_main,1798.0
S019,19,M028,M,28,MAS,A3/A4,0.0,0,0,A,A,2,3,B,non_main,1798.0
S019,19,M029,M,29,MAS,A3/A4,0.0,0,0,A,A,2,3,B,non_main,1798.0
S019,19,M030,M,30,MAS,A3/A4,0.0,0,0,A,A,2,3,B,non_main,1798.0
S019,19,M031,M,31,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,1798.0
S019,19,M032,M,32,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,1798.0
S019,19,M033,M,33,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,1798.0
S019,19,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,1798.0
S019,19,M035,M,35,MAS,A3/A4,0.0,0,0,A,A,2,3,B,non_main,1798.0
S019,19,M036,M,36,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,1798.0
S019,19,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,1798.0
S019,19,M038,M,38,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,1798.0
S019,19,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,1798.0
S020,20,M026,M,26,MAS,A3/A4,0.0,0,0,A,A,2,3,B,non_main,2427.0
S020,20,M027,M,27,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,2427.0
S020,20,M028,M,28,MAS,A3/A4,0.0,0,0,A,A,2,3,B,non_main,2427.0
S020,20,M029,M,29,MAS,A3/A4,0.0,0,0,A,A,2,3,B,non_main,2427.0
S020,20,M030,M,30,MAS,A3/A4,0.0,0,0,A,A,2,3,B,non_main,2427.0
S020,20,M031,M,31,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,2427.0
S020,20,M032,M,32,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,2427.0
S020,20,M033,M,33,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,2427.0
S020,20,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,2427.0
S020,20,M035,M,35,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,2427.0
S020,20,M036,M,36,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,2427.0
S020,20,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,2427.0
S020,20,M038,M,38,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,2427.0
S020,20,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,3,B,non_main,2427.0
S021,21,M026,M,26,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,4606.0
S021,21,M027,M,27,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,4606.0
S021,21,M028,M,28,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,4606.0
S021,21,M029,M,29,MAS,A3/A4,0.0,0,0,A,A,2,3,A,main,4606.0
S021,21,M030,M,30,MAS,A3/A4,0.0,0,0,A,A,2,3,A,main,4606.0
S021,21,M031,M,31,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,4606.0
S021,21,M032,M,32,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,4606.0
S021,21,M033,M,33,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,4606.0
S021,21,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,4606.0
S021,21,M035,M,35,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,4606.0
S021,21,M036,M,36,MAS,A3/A4,0.0,0,0,A,A,2,3,A,main,4606.0
S021,21,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,4606.0
S021,21,M038,M,38,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,4606.0
S021,21,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,3,A,main,4606.0
S022,22,M026,M,26,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1118.0
S022,22,M027,M,27,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1118.0
S022,22,M028,M,28,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1118.0
S022,22,M029,M,29,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1118.0
S022,22,M030,M,30,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1118.0
S022,22,M031,M,31,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1118.0
S022,22,M032,M,32,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1118.0
S022,22,M033,M,33,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1118.0
S022,22,M034,M,34,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1118.0
S022,22,M035,M,35,MAS,A3/A4,2.0,1,0,A,A,2,2,A,main,1118.0
S022,22,M036,M,36,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1118.0
S022,22,M037,M,37,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1118.0
S022,22,M038,M,38,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1118.0
S022,22,M039,M,39,MAS,A3/A4,0.0,0,0,A,A,2,2,A,main,1118.0
S023,23,M026,M,26,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2368.0
S023,23,M027,M,27,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2368.0
S023,23,M028,M,28,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2368.0
S023,23,M029,M,29,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2368.0
S023,23,M030,M,30,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2368.0
S023,23,M031,M,31,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2368.0
S023,23,M032,M,32,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2368.0
S023,23,M033,M,33,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2368.0
S023,23,M034,M,34,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2368.0
S023,23,M035,M,35,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2368.0
S023,23,M036,M,36,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2368.0
S023,23,M037,M,37,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2368.0
S023,23,M038,M,38,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2368.0
S023,23,M039,M,39,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2368.0
S024,24,M026,M,26,MAS,A3/A4,0.0,0,0,A,A,2,2,B,non_main,2345.0
S024,24,M027,M,27,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2345.0
S024,24,M028,M,28,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2345.0
S024,24,M029,M,29,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2345.0
S024,24,M030,M,30,MAS,A3/A4,2.0,1,0,A,A,2,2,B,non_main,2345.0
