source,bootstrap_replicate,icc_3_1,icc_3_k
Human,58,0.7953661749742069,0.9395664882401881
Human,59,0.8615495821293129,0.9613768523317114
Human,60,0.8464804439249232,0.9566260486656808
Human,61,0.8599722929639001,0.9608852071784831
Human,62,0.8424673077510095,0.9553403055062941
Human,63,0.8493341994654765,0.9575350365857627
Human,64,0.8521912454064235,0.9584406888325332
Human,65,0.8904042135223749,0.9701472518190352
Human,66,0.840963647948203,0.9548562942802206
Human,67,0.8491247737857747,0.9574684787827814
Human,68,0.8474831815428414,0.9569459447380352
Human,69,0.9027273822205929,0.9737681122630465
Human,70,0.8866502934043663,0.9690297191668774
Human,71,0.8565525151900066,0.959814776913821
Human,72,0.8391091574697057,0.9542576448191514
Human,73,0.8464357338509197,0.9566117724729549
Human,74,0.8656590295887746,0.9626517025001955
Human,75,0.88374074240048,0.9681588108405471
Human,76,0.804743190331974,0.9428108726704426
Human,77,0.8563266884646541,0.959743873907156
Human,78,0.828613592468554,0.9508335525126882
Human,79,0.8726765668080532,0.9648086268675407
Human,80,0.8229042881990472,0.9489448338003265
Human,81,0.8714403611453224,0.9644304875281137
Human,82,0.851329667754317,0.9581680381933687
Human,83,0.8679432304157173,0.9633565454258237
Human,84,0.8848324892784325,0.9684860882418983
Human,85,0.8633241616863044,0.9619284440528372
Human,86,0.918338000579771,0.9782525446290204
Human,87,0.8457569280543631,0.9563948927415432
Human,88,0.8446887808936248,0.9560531116151716
Human,89,0.8832285461022411,0.9680050652384584
Human,90,0.8378396743326997,0.9538467489130232
Human,91,0.8681246362085238,0.9634124074985985
Human,92,0.8774946541996298,0.9662750484071724
Human,93,0.8604930194537747,0.9610476626352087
Human,94,0.887042851102446,0.9691469044987474
Human,95,0.8735134885366512,0.9650641906464539
Human,96,0.8750432731089792,0.9655304132213889
Human,97,0.83307521328844,0.9522966496330358
Human,98,0.8633351426129933,0.9619318521562034
Human,99,0.8536398758071512,0.9588982230697434
Human,100,0.883390305643652,0.9680536344707955
Human,101,0.8744544319769257,0.965351095717046
Human,102,0.902276247978139,0.9736368311641672
Human,103,0.9096604727357506,0.9757736719139563
Human,104,0.8684760897336364,0.9635205860591108
Human,105,0.879716701009803,0.9669474202534083
Human,106,0.8707451479196777,0.9642174896701045
Human,107,0.8377376731577004,0.9538136953430069
Human,108,0.852061080054111,0.9583995227593682
Human,109,0.8564396623237731,0.9597793477690706
Human,110,0.8385585270401726,0.9540795305952625
Human,111,0.8728127709062732,0.9648502425351115
Human,112,0.8479946602907654,0.9571089089201186
