source,bootstrap_replicate,icc_2_1,icc_2_k,icc_c_1,icc_c_k
Human,38,0.34390664525450826,0.6112761059325319,0.5111857105067537,0.7582964808470849
Human,39,0.083330077298272,0.21427853767858213,0.11553537106864202,0.28154849379669034
Human,40,0.2793481459682138,0.5376572987567109,0.5130495294332125,0.7596610745975916
Human,41,0.22340581647565788,0.46323753152289315,0.29366857807256025,0.5550211754364904
Human,42,0.29012160336285614,0.5507790233706984,0.5075675498210611,0.7556330340996034
Human,43,0.13521480663030475,0.3192970438163915,0.1931368785380428,0.4179626373626341
Human,44,0.31143434016030647,0.5757107964498638,0.4789473957494867,0.7338709891293019
Human,45,0.17540757299612422,0.3895593860859718,0.23610249558619698,0.48112015039055706
Human,46,0.26637462129040756,0.5213663407366442,0.50988092710885,0.7573381872384236
Human,47,0.14462985855003938,0.3365416369527642,0.2082394297374032,0.4410360839722232
Human,48,0.23412234122341072,0.47837191720643013,0.43058587992337927,0.6940561143462095
Human,49,0.17617157966228889,0.39081407358974707,0.3776485669810354,0.6454438277272248
Human,50,0.17564971695984288,0.3899573533831938,0.23645805543301854,0.48161206267338724
Human,51,0.2213766988486412,0.46032128401562844,0.2935566934345063,0.5548879415861182
Human,52,0.26724477729601653,0.5224762394040555,0.44115713783006183,0.7031086310101149
Human,53,0.05956922179542775,0.1596832513526064,0.0780121527777766,0.20244942706534044
Human,54,0.0729164971173902,0.19090870349588573,0.09779656823506995,0.24539259699282934
Human,55,0.16523867495354605,0.37258509127964806,0.22035080044294245,0.4588406099655524
Human,56,0.2515717414629357,0.5020912726972362,0.5448583143682786,0.7821993281898225
Human,57,0.09835751590630835,0.24656876522390664,0.14564836175856935,0.33837697975844716
Human,58,0.27529636190216633,0.532627989947099,0.4613357167554996,0.7198354987462194
Human,59,0.35986900113364195,0.6277741155789915,0.5659859402062486,0.7964259923964018
Human,60,0.10330455682334486,0.2568467840702728,0.12560650866569975,0.3011633676900069
Human,61,0.3094006044870693,0.573388386613218,0.5207207754717494,0.7652251056089553
Human,62,0.11237196948018846,0.27525419617648894,0.18410137671642024,0.403671260537608
Human,63,0.1479327348590211,0.3424724363352517,0.1992669561998501,0.42744824655256497
Human,64,0.14207851841487534,0.33191856059667796,0.18574306927811512,0.4062959093563593
Human,65,0.15979359415396827,0.36328087049450597,0.3940148312061098,0.6610877428194567
Human,66,0.17141913391982075,0.3829630224843083,0.22597472719830394,0.4669061857092259
Human,67,0.13800317817757726,0.3244572665886465,0.1889290340918376,0.4113537637607804
Human,68,0.09544166163282244,0.24043076202738808,0.1334360383101911,0.31598148093884104
Human,69,0.2516725470469039,0.5022251006152543,0.4292843020956827,0.6929272900568408
Human,70,0.29422727369172824,0.5556859165590612,0.45283398826563837,0.7128744259373446
Human,71,0.2548983157972996,0.5064887093993927,0.323980001701175,0.5897837344940863
Human,72,0.10338959665179455,0.2570219901673052,0.1533678352484789,0.3521014357635597
Human,73,0.20964581883901243,0.4431347580867771,0.42374086765370117,0.6880839895013008
Human,74,0.08773069505946439,0.22390534252406566,0.11776940806116136,0.2859547750125119
Human,75,0.19973539027979362,0.4281662605344175,0.2702858518034635,0.5263354853993077
Human,76,0.24914182380183703,0.4988544542957063,0.5288741588831872,0.7710478793498876
Human,77,0.4252632155316712,0.689419845714889,0.536171996350992,0.7761819440776069
Human,78,0.20781632098541666,0.44040307101727244,0.2726246584023097,0.5292828583145335
Human,79,0.20158115923937817,0.43098611597107983,0.2655914214288821,0.52036519871106
Human,80,0.2000958753002508,0.4287181563834428,0.45806291742381217,0.7171704108779035
Human,81,0.12561354302313885,0.30117684733007666,0.18995066216566964,0.4129657508468172
Human,82,0.27009459508044875,0.5260936711006906,0.34256043737144704,0.6098561400060626
