endpoint,metric,scale_points,ni_margin,n_per_group,mas_mean,mas_sd,human_mean,human_sd,diff,ci_low,ci_high
QGval,qg_total,35,-2.0,70,34.7,0.4786925295449991,34.55714285714286,0.891400007210479,0.1428571428571459,-0.09416778093535985,0.37988206664965163
ULM,ulm_total,76,-4.0,70,66.59047619047617,2.3523527322749955,65.75714285714284,2.5130393788627243,0.8333333333333286,0.026955383979688996,1.6397112826869682
