contrast,estimate,se,ci_low,ci_high,df,p_value
(MAS-Human at Analysis) - (MAS-Human at Knowledge),-0.21095661584794356,0.09051329950698332,-0.39089110005743316,-0.031022131638453965,86,0.022111499941163223
