endpoint,bootstrap_replicate,icc_c_k
QGEval,755,0.5716144372911004
QGEval,756,0.708274658988208
QGEval,757,0.2886348122866877
QGEval,758,0.3560962760528118
QGEval,759,0.7120658932598969
QGEval,760,0.750005235565545
QGEval,761,0.4930555555555544
QGEval,762,0.7150587796230632
QGEval,763,0.45946712749219654
QGEval,764,0.7306217289297958
QGEval,765,0.30025261638397566
QGEval,766,0.7612941430397746
QGEval,767,0.520018630647414
QGEval,768,0.7500636550743699
QGEval,769,0.7802514922752807
QGEval,770,0.7244838789111211
QGEval,771,0.7450530182850453
QGEval,772,0.2774046421542579
QGEval,773,0.659433111875271
QGEval,774,0.6271070036877224
QGEval,775,0.6047138655245361
QGEval,776,0.6891249650545144
QGEval,777,0.6901592675232738
QGEval,778,0.5004990731498632
QGEval,779,0.5957985064054547
QGEval,780,0.678803797130819
QGEval,781,0.6890911049945634
QGEval,782,0.647483495518741
QGEval,783,0.5791708291708281
QGEval,784,0.743779339121897
QGEval,785,0.42501712496330274
QGEval,786,0.7545302013422813
QGEval,787,0.39670050761421216
QGEval,788,0.5412308581334856
QGEval,789,0.5304659498207881
QGEval,790,0.7619911834371431
QGEval,791,0.7220032718619864
QGEval,792,0.7808847714066437
QGEval,793,0.6526873757648977
QGEval,794,0.6214676070811329
QGEval,795,0.6970342048155417
QGEval,796,0.4334546472564375
QGEval,797,0.7639613429641512
QGEval,798,0.787034260006921
QGEval,799,0.7427067339328794
QGEval,800,0.6151758808323441
QGEval,801,0.424794921591929
QGEval,802,0.7604217854217845
QGEval,803,0.6311662162878174
QGEval,804,0.5324396419206076
QGEval,805,0.7038813781072826
QGEval,806,0.3551949383403125
QGEval,807,0.5405814309790101
QGEval,808,0.4701058884297509
QGEval,809,0.4412249556175486
QGEval,810,0.734318455971049
QGEval,811,0.7642315650778034
QGEval,812,0.6450849613274372
QGEval,813,0.6908630657134051
QGEval,814,0.39042959427207624
QGEval,815,0.5368132572600793
QGEval,816,0.5672311428956961
QGEval,817,0.7694595124501662
QGEval,818,0.7403534216251282
QGEval,819,0.5993422855576862
QGEval,820,0.7522224754957826
QGEval,821,0.7000664933808854
QGEval,822,0.6402336054038823
QGEval,823,0.7513268568236131
QGEval,824,0.6409348897669208
QGEval,825,0.677048680600654
QGEval,826,0.7646551963754616
QGEval,827,0.6887164971869861
QGEval,828,0.5680835224049904
QGEval,829,0.6098584585666472
QGEval,830,0.5710321290678427
QGEval,831,0.5641904838742204
QGEval,832,0.5735177237323155
QGEval,833,0.362078616743375
QGEval,834,0.5203978576893648
QGEval,835,0.5666666666666655
QGEval,836,0.7527697441601775
QGEval,837,0.295249721733508
QGEval,838,0.5408980755523882
QGEval,839,0.7470192549279363
QGEval,840,0.791476235765879
QGEval,841,0.7508658214977916
QGEval,842,0.7113206817918285
QGEval,843,0.705962242342515
QGEval,844,0.6974667847652789
QGEval,845,0.750092989098816
QGEval,846,0.6657159342035068
QGEval,847,0.6115884160703459
QGEval,848,0.3815262193725651
QGEval,849,0.4097649551094496
QGEval,850,0.7353771061781219
QGEval,851,0.7459194445572284
QGEval,852,0.6527714294420571
QGEval,853,0.499811370033952
QGEval,854,0.3801925025329286
QGEval,855,0.6342030483079294
QGEval,856,0.717839162692104
QGEval,857,0.73840609985377
QGEval,858,0.7475834343314904
QGEval,859,0.6884352252202938
QGEval,860,0.7269001463190916
QGEval,861,0.765847609474696
QGEval,862,0.7249471290405348
QGEval,863,0.7646523105849169
QGEval,864,0.7527271895654027
