item_type,final_items,human_selected_seconds,human_source_workbook_average_seconds_per_authored_item,human_selected_seconds_per_final_item,mas_observed_generation_seconds,mas_automated_rating_seconds,mas_local_checks_and_audit_seconds,mas_total_seconds,mas_seconds_per_final_item,rating_calls,rating_call_seconds_assumption,human_minutes,mas_minutes,human_minutes_per_item,mas_minutes_per_item,time_basis
A1,7,5133.0,733.3,733.2857142857143,19.06786,321.80181600000003,8.4,349.269676,49.895668,8,40.225227000000004,85.55,5.821161266666667,12.221428571428572,0.8315944666666667,Human: selected-item authoring time from efficiency workbook. MAS: observed generation/explanation/test-point time + 4 QGval and 4 ULM calls per item-type bank + 60 s local checks/audit for 50 items.
A2,18,32530.0,1807.2,1807.2222222222222,111.79897199999999,321.80181600000003,21.6,455.20078800000005,25.288932666666668,8,40.225227000000004,542.1666666666666,7.586679800000001,30.12037037037037,0.4214822111111111,Human: selected-item authoring time from efficiency workbook. MAS: observed generation/explanation/test-point time + 4 QGval and 4 ULM calls per item-type bank + 60 s local checks/audit for 50 items.
A3/A4,14,26075.0,1862.5,1862.5,130.79230492929292,643.6036320000001,16.8,791.1959369292929,56.51399549494949,16,40.225227000000004,434.5833333333333,13.186598948821548,31.041666666666668,0.9418999249158249,Human: selected-item authoring time from efficiency workbook. MAS: observed generation/explanation/test-point time + 4 QGval and 4 ULM calls per item-type bank + 60 s local checks/audit for 50 items.
B,3,2360.0,786.7,786.6666666666666,43.282635,321.80181600000003,3.6,368.6844510000001,122.89481700000003,8,40.225227000000004,39.333333333333336,6.144740850000002,13.11111111111111,2.0482469500000007,Human: selected-item authoring time from efficiency workbook. MAS: observed generation/explanation/test-point time + 4 QGval and 4 ULM calls per item-type bank + 60 s local checks/audit for 50 items.
X,8,11440.0,1430.0,1430.0,37.822632,321.80181600000003,9.6,369.22444800000005,46.15305600000001,8,40.225227000000004,190.66666666666666,6.1537408000000005,23.833333333333332,0.7692176000000001,Human: selected-item authoring time from efficiency workbook. MAS: observed generation/explanation/test-point time + 4 QGval and 4 ULM calls per item-type bank + 60 s local checks/audit for 50 items.
