run_id,bank_type,batches_requested,bank_to_new_bank_invocations,bank_to_new_bank_batches_with_items,expected_source_items,generated_items,bank_to_new_bank_seconds,add_answer_explanation_seconds,add_test_point_seconds,total_generation_seconds,seconds_per_item,minutes_per_item,temp_new_bank_path,time_source,time_granularity,status,completed_at
20260522_095242,A1,5,5,5,100,99,155.878481,82.046689,31.748862,269.674032,2.723980,0.045400,D:\Desktop\当务之急\EAGLE\泌尿外科\Urology-MAS-Exam-Paper\timing_runs\20260522_095242\banks\new_bank_a1.json,script_wall_clock,question_type,completed,2026-05-22T09:57:11
20260522_095242,A2,5,5,5,50,50,219.211620,66.032911,25.308155,310.552686,6.211054,0.103518,D:\Desktop\当务之急\EAGLE\泌尿外科\Urology-MAS-Exam-Paper\timing_runs\20260522_095242\banks\new_bank_a2.json,script_wall_clock,question_type,completed,2026-05-22T10:02:22
20260522_095242,A3,5,5,5,50,50,223.214042,164.992294,29.759825,417.966161,8.359323,0.139322,D:\Desktop\当务之急\EAGLE\泌尿外科\Urology-MAS-Exam-Paper\timing_runs\20260522_095242\banks\new_bank_a3.json,script_wall_clock,question_type,completed,2026-05-22T10:09:20
20260522_095242,A4,5,5,5,50,49,295.374230,176.070755,35.477296,506.922281,10.345353,0.172423,D:\Desktop\当务之急\EAGLE\泌尿外科\Urology-MAS-Exam-Paper\timing_runs\20260522_095242\banks\new_bank_a4.json,script_wall_clock,question_type,completed,2026-05-22T10:17:47
20260522_095242,B,5,5,5,50,50,411.608661,217.294631,92.473933,721.377225,14.427545,0.240459,D:\Desktop\当务之急\EAGLE\泌尿外科\Urology-MAS-Exam-Paper\timing_runs\20260522_095242\banks\new_bank_b.json,script_wall_clock,question_type,completed,2026-05-22T10:29:49
20260522_095242,X,5,5,5,100,100,381.616706,64.582920,26.583291,472.782916,4.727829,0.078797,D:\Desktop\当务之急\EAGLE\泌尿外科\Urology-MAS-Exam-Paper\timing_runs\20260522_095242\banks\new_bank_x.json,script_wall_clock,question_type,completed,2026-05-22T10:37:42
